Day,Cases
2014-03-01,1
2014-03-06,1
2014-03-12,1
2014-03-25,2
2014-03-29,2
2014-04-13,1
2014-04-21,1
2014-04-28,1
2014-05-09,1
2014-06-11,1
2014-06-12,1
2014-06-17,2
2014-06-18,1
2014-06-20,1
2014-06-24,2
2014-07-01,1
2014-07-02,1
2014-07-03,1
2014-07-08,1
2014-07-11,1
2014-07-13,1
2014-07-23,1
2014-07-24,1
2014-07-29,1
2014-08-01,1
2014-08-04,1
